0,1,2,3,4,5,correct,choiceA_probs,choiceB_probs,choiceC_probs,choiceD_probs
"The plates of a capacitor are charged to a potential difference of 5 V. If the capacitance is 2 mF, what is the charge on the positive plate?",0.005 C,0.01 C,0.02 C,0.5 C,B,False,0.09311939030885696,0.11956766247749329,0.3682943284511566,0.41733214259147644
Which of these quantities decreases as the inverse square of distance for distances far from the objects producing the fields?,the electric field produced by a finite-length charged rod,the electric field produced by an infinitely long charged cylinder,the electric field produced by an infinite plane of charge,"the magnetic field produced by an infinitely long, straight current-carrying wire",A,False,0.1816922128200531,0.1415020227432251,0.49389058351516724,0.1816922128200531
"A solid, metal object is isolated from other charges and has charge distributed on its surface. The charge distribution is not uniform. It may be correctly concluded that the",electric field outside the object is zero,the electric field outside the object is equal to the electric field inside the object,the electric field outside the object is directly proportional to the distance away from the center of mass of the object,"the electric field outside the object, but very close to the surface, is equal to the surface charge density at any location divided by the permittivity of free space",D,False,0.2726692259311676,0.1874026358127594,0.44955557584762573,0.08852273225784302
Standing waves are produced by a 100-Hz generator in a string of fixed length. The tension in the string is increased until a new set of standing waves is produced. Will the wavelength of the new standing waves be greater than or less than the wavelength of the original standing waves?,"Less, because the tension in the string varies directly with the wave speed, which varies inversely with the wavelength.","Greater, because the tension in the string varies directly with the wave speed, which varies inversely with the wavelength.","Greater, because the tension in the string varies directly with the wave speed, which varies directly with the wavelength.","Less, because the tension in the string varies directly with the wave speed, which varies directly with the wavelength.",C,False,0.15941888093948364,0.38242602348327637,0.38242602348327637,0.07530414313077927
Two identical capacitors are hooked in parallel to an external circuit. Which of the following quantities must be the same for both capacitors? I. the charge stored on the capacitor II.  the voltage across the capacitor III. the capacitance of the capacitor,I only,II only,II and III only,"(E) I, II, and III",D,False,0.03756457939743996,0.07017987221479416,0.5185629725456238,0.35640281438827515
A 1-kg object is released from rest at the top of a rough-surfaced incline. The object slides without rotating to the bottom of the incline. The object’s kinetic energy at the bottom must be,"Equal to the block’s gravitational potential energy when it was released, because total mechanical energy must be conserved.","Equal to the block’s gravitational potential energy when it was released, because the gain in kinetic energy compensates for the mechanical energy lost to thermal energy on the rough incline.","Less than the block’s gravitational potential energy when it was released, because the gravitational potential energy was converted both to thermal energy and to kinetic energy.","Less than the block’s gravitational potential energy when it was released, because the work done by the friction force must be greater than the block’s gain in kinetic energy.",C,False,0.2680579721927643,0.500798225402832,0.1842333823442459,0.046581488102674484
"A student is experimenting with a simple spring-block oscillator of spring constant k and amplitude A. The block attached to the spring has a mass of m. If the student places a small block of mass m on top of the original block, which of the following is true?","The small block is most likely to slide off when the original block is at maximum displacement from the equilibrium position, but will not slide off as long as the coefficient of static friction between the blocks is greater than kA/[(M+m)g].","The small block is most likely to slide off when the original block is at the equilibrium position, but will not slide off as long as the coefficient of static friction between the blocks is greater than kA/[(M+m)g].","The small block is most likely to slide off when the original block is at maximum displacement from the equilibrium position, but will not slide off as long as the coefficient of static friction between the blocks is greater than (M+m)g/(kA).","The small block is most likely to slide off when the original block is at the equilibrium position, but will not slide off as long as the coefficient of static friction between the blocks is greater than (M+m)g/(kA).",A,False,0.24081750214099884,0.21252071857452393,0.3970409333705902,0.1460632085800171
How much work is required to charge a 10 µF capacitor to a potential difference of 100 V ?,0.005 J,0.01 J,0.05 J,0.1 J,C,True,0.17332017421722412,0.1349818855524063,0.36691877245903015,0.32380467653274536
"A box of mass m slides on a horizontal surface with initial speed v0. It feels no forces other than gravity and the force from the surface. If the coefficient of kinetic friction between the box and the surface is μ, how far does the box slide before coming to rest?",v0^2/(2μg),v0^2/(μg),2v0^2/(μg),mv0^2/(μg),A,False,0.14988084137439728,0.4616655111312866,0.21807534992694855,0.16983726620674133
"A soccer ball, at rest on the ground, is kicked with an initial velocity of 10 m/s at a launch angle of 30°. Calculate its total flight time, assuming that air resistance is negligible.",0.5 s,1 s,2 s,4 s,B,False,0.06980989128351212,0.21502962708473206,0.40172821283340454,0.3128662407398224
Two identical containers are filled with different gases. Container 1 is filled with hydrogen and container 2 is filled with nitrogen. Each container is set on a lab table and allowed to come to thermal equilibrium with the room. Which of the following correctly compares the properties of the two gases?,The average kinetic energy of the hydrogen gas is greater than the nitrogen gas.,The average force exerted on the container by the hydrogen gas is greater than the nitrogen gas.,The density of the hydrogen gas is less than the nitrogen gas.,The pressures of the gases cannot be compared without knowing the number of molecules in each container.,D,False,0.36432746052742004,0.2503983676433563,0.32151785492897034,0.06331061571836472
"A girl of mass m and a boy of mass 2m are sitting on opposite sides of a see-saw with its fulcrum in the center. Right now, the boy and girl are equally far from the fulcrum, and it tilts in favor of the boy. Which of the following would NOT be a possible method to balance the see-saw?",Move the boy to half his original distance from the fulcrum.,Move the girl to double her original distance from the fulcrum.,Allow a second girl of mass m to join the first.,Move the fulcrum to half its original distance from the boy.,D,False,0.10697352886199951,0.15564554929733276,0.47942206263542175,0.25661614537239075
"When hot water is poured into a beaker containing cold alcohol, the temperature of the mixture will eventually reach the same temperature. Considering the scale of the size of the molecules of the fluids, which of the following is the primary reason for this phenomenon?",The high temperature water will rise to the top of the container until it has cooled and then mixes with the alcohol.,"The molecules of the water continue to have a higher kinetic energy than the molecules of the alcohol, but the two liquids mix until the energy is spread evenly throughout the container.",The hot water produces thermal radiation that is absorbed by the cold alcohol until the kinetic energy of all the molecules is the same.,"The water molecules collide with the alcohol molecules, transferring energy until the average kinetic energy of both the water and alcohol molecules are the same.",D,False,0.46928882598876953,0.28463804721832275,0.19562867283821106,0.04946267604827881
"A solid sphere (I = 0.06 kg·m^2) spins freely around an axis through its center at an angular speed of 20 rad/s. It is desired to bring the sphere to rest by applying a friction force of magnitude 2.0 N to the sphere’s outer surface, a distance of 0.30 m from the sphere’s center. How much time will it take the sphere to come to rest?",4 s,2 s,0.06 s,0.03 s,B,True,0.17143912613391876,0.41126111149787903,0.28265535831451416,0.13351693749427795
The radius of Mars is about half that of Earth; the mass of Mars is about one-tenth that of Earth. Which of the following is closest to the gravitational field at the surface of Mars?,10 N/kg,4 N/kg,2 N/kg,0.5 N/kg,B,True,0.26071861386299133,0.3347693085670471,0.2954328954219818,0.10868368297815323
"Above an infinitely large plane carrying charge density σ, the electric field points up and is equal to σ/2εo. What is the magnitude and direction of the electric field below the plane?","σ/2εo, down","σ/2εo, up","σ/εo, down","σ/εo, up",A,False,0.11091727763414383,0.14242061972618103,0.5632844567298889,0.18287168443202972
"A beam of electrons has speed 10^7 m/s. It is desired to use the magnetic field of the Earth, 5 × 10−5 T, to bend the electron beam into a circle. What will be the radius of this circle?",1 nm,1 μm,1 mm,1 m,D,False,0.13422439992427826,0.3219875991344452,0.3219875991344452,0.22129862010478973
An object is placed 100 cm from a plane mirror. How far is the image from the object?,50 cm,100 cm,200 cm,300 cm,C,True,0.09247449785470963,0.15246467292308807,0.46962425112724304,0.28484150767326355
"A horse is attached to a cart that is at rest behind it. Which force, or combination of forces, explains how the horse-cart system can accelerate from rest?","The forward static friction force of the ground on the horse is greater than any friction forces acting backward on the cart, providing a forward acceleration.","The forward force of the horse on the cart is greater than the backward force of the cart on the horse, providing a forward acceleration.",The force of the horse’s muscles on the rest of the horse-cart system provides the necessary acceleration.,"The upward normal force of the ground on the horse is greater than the horse’s weight, providing an upward acceleration.",A,True,0.5848395824432373,0.3130420744419098,0.08968805521726608,0.012137957848608494
"In a certain region, the electric field varies with the radius away from origin by the equation Er = –6r^2 + 4r + 3, where r is given in meters and E in N/C. The potential difference between the origin and the point (3, 4) is",–165 V,–120 V,64 V,185 V,D,False,0.09729849547147751,0.16041810810565948,0.559914231300354,0.18177753686904907
"A gas undergoes an expansion-compression cycle. If, plotted on a P-V diagram, the cycle is counterclockwise and the work is 300 J in magnitude, what was the heat transfer during this cycle?",300 J into the system,300 J out of the system,600 J into the system,600 J out of the system,B,False,0.3347519338130951,0.26070505380630493,0.29541751742362976,0.10867803543806076
"An ideal battery of constant voltage V supplies current to a circuit that has total resistance R. If R is doubled, what will happen to the total power dissipated by the circuit?",It will double.,It will quadruple.,It will be halved.,It will remain the same.,C,False,0.37273988127708435,0.1995132863521576,0.29029011726379395,0.13712336122989655
Ultraviolet light has a wavelength of about 6 × 10^-8 m. What is the frequency of this light?,5 × 10^15 Hz,0.5 Hz,2 Hz,20 Hz,A,False,0.15570053458213806,0.25670677423477173,0.32961803674697876,0.25670677423477173
Each of the following ionized isotopes is projected with the same speed into a uniform magnetic field B such that the isotope's initial velocity is perpendicular to B. Which combination of mass and charge would result in a circular path with the largest radius?,"m = 16 u, q = –5 e","m = 17 u, q = –4 e","m = 18 u, q = –3 e","m = 20 u, q = –1 e",D,False,0.12446820735931396,0.14104095101356506,0.43443670868873596,0.2985837161540985
An electric dipole consists of a pair of equal but opposite point charges of magnitude 4.0 nC separated by a distance of 2.0 cm. What is the electric field strength at the point midway between the charges?,0,9.0 × 10^4 N/C,1.8 × 10^5 N/C,7.2 × 10^5 N/C,D,False,0.03504149615764618,0.15704511106014252,0.5481412410736084,0.25892361998558044
"A person can stand outside on a cold day for hours without ill effect, but falling into a cold lake can kill a person in a matter of minutes. Which of the following is the primary reason for this phenomenon?","The molecules of the person are, on average, moving faster than those of the surroundings.",Thermal energy moves from high concentration areas (hot) to low concentration areas (cold).,"As heat flows out of the person and warms the fluid surrounding the person, the warmer fluid rises, allowing fresh cool fluid to come in contact with the person and increasing the rate of heat transfer.","Water has more molecules per volume than air, increasing molecular contact with the person.",D,False,0.4024302661418915,0.16775788366794586,0.31341299414634705,0.11529820412397385
"A liquid flows at a constant flow rate through a pipe with circular cross-sections of varying diameters. At one point in the pipe, the diameter is 2 cm and the flow speed is 18 m/s. What is the flow speed at another point in this pipe, where the diameter is 3 cm?",4 m/s,6 m/s,8 m/s,12 m/s,C,True,0.07503151893615723,0.20395679771900177,0.48926693201065063,0.23111334443092346
"An ideal fluid flows through a pipe with radius Q and flow speed V. If the pipe splits up into three separate paths, each with radius (Q/2), what is the flow speed through each of the paths?",1/3 V,2/3 V,4/3 V,4V,C,True,0.05065799877047539,0.20035628974437714,0.3743147850036621,0.3743147850036621
A very slow-moving positron interacts with a stationary electron. Which of the following statements correctly describes a possible outcome of this reaction and why it would occur?,"Conservation of mass indicates that if a single new particle were created in the reaction, it must have a total mass equal to the combined masses of the electron and positron.",Conservation of charge indicates that all new particles created in the reaction would have no electric charge.,Conservation of momentum indicates that two identical gamma rays moving off in opposite directions could be created.,"Conservation of energy indicates that the antimatter positron could annihilate into energy, leaving the stationary electron behind.",C,True,0.23749344050884247,0.18496008217334747,0.3049476146697998,0.2691153287887573
"A box sits on an inclined plane without sliding. As the angle of the plane (measured from the horizontal) increases, the normal force",increases linearly,decreases linearly,does not change,decreases nonlinearly,D,False,0.1035139262676239,0.15061187744140625,0.46391722559928894,0.2813800275325775
A small cart of mass m is initially at rest. It collides elastically with a large cart of mass 4m and velocity v. The large cart loses half its kinetic energy to the little cart. The little cart now has a velocity of,1.41v,v,2v,4v,A,False,0.08789726346731186,0.30679160356521606,0.393928200006485,0.21085457503795624
"A circuit consists of a battery and a light bulb. At first, the circuit is disconnected. Then, the circuit is connected, and the light bulb lights. After the light bulb has been lit for a few moments, how has the net charge residing on the circuit elements changed?",The net charge has become more positive.,The net charge has become more negative.,The net charge has not changed.,Whether the net charge becomes more positive or more negative depends on the initial net charge residing on the circuit elements before the bulb was lit.,C,False,0.37407103180885315,0.2913268208503723,0.22688555717468262,0.1071731448173523
"If the force of gravity between the Moon and the Earth were to stop, which statement best describes the resulting motion of the moon?","It would continue rotating on its axis, and it would revolve around the Earth as usual.","It would continue rotating on its axis, but it would stop revolving around the Earth.","It would stop rotating on its axis, but it would revolve around the Earth as usual.","It would stop rotating on its axis, and it would stop revolving around the Earth.",B,False,0.18841254711151123,0.18841254711151123,0.31063976883888245,0.31063976883888245
A person stands on a scale in an elevator. He notices that the scale reading is less than his usual weight. Which of the following could possibly describe the motion of the elevator?,It is moving downward and slowing down.,It is moving upward and slowing down.,It is moving upward at a constant speed.,It is moving downward at a constant speed.,B,False,0.42657551169395447,0.12221592664718628,0.3764515519142151,0.07412770390510559
"A whiffle ball is tossed straight up, reaches a highest point, and falls back down. Air resistance is not negligible. Which of the following statements are true?
I. The ball’s speed is zero at the highest point.
II. The ball’s acceleration is zero at the highest point.
III. The ball takes a longer time to travel up to the highest point than to fall back down.",I only,II only,I & II only,I & III only,C,False,0.0721905305981636,0.13486966490745544,0.3666137754917145,0.4154278337955475
"If L, M, and T denote the dimensions of length, mass, and time, respectively, what are the dimensions of impulse?",LM/T^3,LM/T^2,LM/T,L^2M/T^2,C,True,0.08162660151720047,0.25142765045166016,0.4145341217517853,0.25142765045166016
"Traveling at an initial speed of 1.5 × 10^6 m/s, a proton enters a region of constant magnetic field of magnitude 1.5 T. If the proton's initial velocity vector makes an angle of 30° with the magnetic field, compute the proton's speed 4 s after entering the magnetic field.",5.0 × 10^6 m/s,7.5 × 10^6 m/s,1.5 × 10^6 m/s,3.0 × 10^6 m/s,C,False,0.07806616276502609,0.39645272493362427,0.39645272493362427,0.1287093460559845
"A man stands on a platform scale in an elevator. The elevator moves upward, speeding up. What is the action-reaction force pair to the man’s weight?",The force of the elevator cable on the man,The force of the man on the scale,The force of the elevator cable on the elevator,The force of the man on the Earth,D,False,0.3855820894241333,0.16073451936244965,0.3855820894241333,0.06700411438941956
"During an isothermal expansion, a confined ideal gas does 150 J of work against its surroundings. Which of the following describes the heat transfer during this process?",150 J of heat was added to the gas.,150 J of heat was removed from the gas.,300 J of heat was added to the gas.,300 J of heat was removed from the gas.,A,True,0.3831177055835724,0.23237262666225433,0.298372358083725,0.08548511564731598
An object carries a charge of –1 C. How many excess electrons does it contain?,6.25 × 10^18,8.00 × 10^18,1.60 × 10^19,3.20 × 10^19,A,False,0.08914761245250702,0.21385402977466583,0.4527289867401123,0.24232837557792664
A guitar string creates a sound wave of known frequency. Which of the following describes a correct and practical method of measuring the wavelength of the sound wave with a meterstick?,Lightly touch the guitar string in the middle such that a single node is created. Measure the length of the string; this is the wavelength.,Measure the length of the guitar string; this is half the wavelength.,Adjust the length of a pipe placed near the string so that resonances are heard. Measure the difference between the pipe lengths for consecutive resonances; this is half the wavelength.,Measure the peak-to-peak distance of the wave as it passes; this is the wavelength.,C,False,0.3251475691795349,0.3684404790401459,0.22347044944763184,0.08221018314361572
Which of the following statements about images is true?,Images produced by concave lenses are always real.,Images produced by concave mirros are always real.,Images produced by convex lenses can be both real and virtual.,Images produced by convex mirrors can be both real and virtual.,C,True,0.11977671086788177,0.13572481274604797,0.6082763671875,0.13572481274604797
"Pretend someone actually managed to dig a hole straight through the center of the Earth all the way to the other side. If an object were dropped down that hole, which of the following would best describe its motion? Assume ideal conditions and that the object cannot be destroyed.",It would fall to the center of the Earth and stop there.,"It would fall through the hole to the other side, continue past the opposite side’s opening, and fly into space.",It would oscillate back and forth from one opening to the other indefinitely.,It would fall to the other side and stop there.,C,True,0.19582051038742065,0.2849171459674835,0.3658408522605896,0.15250515937805176
"A horizontal spring-block oscillator is in motion when a second block of equal mass falls on top of the oscillating block. If the two blocks stick together, what effect will this have on the amplitude of the oscillations?",It will increase the amplitude.,It will decrease the amplitude.,It will have no effect.,It would depend on where the original block was in its cycle when the second block fell.,D,False,0.21500332653522491,0.5157662034034729,0.18973979353904724,0.07909531146287918
In which of the following situations involving a source of sound and a detector of the sound is it possible that there is NO perceived Doppler shift?,The source travels toward the stationary detector.,The detector travels toward the stationary source.,Both the source and detector travel in the same direction.,"Both the source and detector travel in opposite directions, with the source and detector moving away from each other.",C,True,0.31080469489097595,0.16636177897453308,0.4522181749343872,0.06934990733861923
A solid plastic cube with uniform density (side length = 0.5 m) of mass 100 kg is placed in a vat of fluid whose density is 1200 kg/m^3. What fraction of the cube's volume floats above the surface of the fluid?,1.0/9,1.0/3,2.0/3,4.0/5,B,True,0.1076880395412445,0.33170250058174133,0.33170250058174133,0.22797559201717377
