id,task,input,expected_output,model_output,nll
36307590sc1,Task3,"Christopher J. Hardy

Christopher J. Hardy (born 1955) is an American physicist and inventor of several magnetic resonance imaging (MRI) subsystem technologies for use in real time MRI and cardiac MR imaging and spectroscopy.
Biography.
Hardy obtained his Ph.D. from the University of Illinois at Urbana-Champaign in March, 1983. He is currently a principal scientist and Coolidge Fellow at General Electric. He developed the first graphical approach that allowed physicians to explore anatomy in real time during cardiac MRI, as opposed to viewing groups of images at a later time, and he also developed a technique that improved imaging speed. Both accomplishments have gained widespread use. He has also","led the teams that developed 32 channel and 128 channel General Electric MRI systems.
Hardy has written 98 research papers and 54 patents."," led the teams that developed 32-channel and 128-channel General Electric MRI systems.
Hardy has written 4 books and contributed to the development of many others. He has received general engineering awards from the American Association of Physicists, the Western New York Scientific Association, the New York Branch of the American Institute of Physics, and the New York Urban Area Science Departments. He was a 2001 New York University award recipient. He was an award recipient at the 38th Anniversary of the Conference on Nuclear Science in the United States.
Hardy is married to his wife in the United States and is the father of a son.",2.915342092514038
36307590qa0,Task3,Who is the American physicist that developed the first graphical approach for real-time cardiac MRI exploration?,Hardy, Hardy,7.376822471618652
25380380sc1,Task3,"Heinrich Henkel

Leutnant Heinrich Henkel (born 11 May 1896, date of death unknown) was a World War I flying ace credited with eight aerial victories.
Biography.
Heinrich Henkel was born in Hamburg, the German Empire on 11 May 1896.
On 1 September 1914, Henkel volunteered for military service in Reserve Fusilier Artillery Regiment Nr. 3. He went into battle with them at Nancy, France, at Antwerp, and at Ypres. On 1 July 1915, he was transferred to the infantry. He was wounded in action on 25 September 1916. He was subsequently promoted to the officer's ranks as a Leutnant in December 1916. He volunteered for aviation duty and began training at ""Fliegerersatz-Abteilung"" (Replacement Detachment) 1 in February 1917.
Henkel would also undergo fighter pilot's training at Valenciennes, France before joining Jagdstaffel 37 in May 1918. He scored his first aerial victory on 9 July, and had scored seven more by 31 October 1918. Three of his","eight victories were shot-down observation balloons, making him a ""balloon buster"". Heinrich Henkel survived the war, having won the Iron Cross for his gallantry, but faded into obscurity."," eight victories were shot-down observation balloons, making him a ""balloon buster."" Heinrich Henkel survived the war, having won the Iron Cross for his gallantry, but faded into obscurity.",0.37953999638557434
25380380qa0,Task3,In which city was Heinrich Henkel born?,Hamburg, Hamburg,6.006801605224609
56856377sc1,Task3,"Lawrence Zimba

Lawrence Zimba (born 22 April 1955) is a Zambian politician. He served as Member of the National Assembly for Kapiri Mposhi from 2011 until 2013.
Biography.
Prior to entering politics, Zimba worked as an agricultural mechanic. He contested the Kapiri Mposhi seat as the Movement for Multi-Party Democracy candidate in the 2011 general elections and was elected with a majority of 7,000. However, defeated Patriotic Front candidate Eddie Musonda successfully challenged the result in the Supreme Court, resulting in a by-election on 23 April 2013. By then","Zimba had defected to the United Party for National Development (UPND) and was the UPND candidate in the by-election, losing by a margin of 1,144 votes to Musonda."," Zimba had defected to the United Party for National Development (UPND) and was the UPND candidate in the by-election, losing by a margin of 1,144 votes to Musonda.",0.32587626576423645
56856377qa0,Task3,Who did Lawrence Zimba represent in the by-election on 23 April 2013?,United Party for National Development (UPND), United Party for National Development (UPND),1.0173894166946411
43486367sc1,Task3,"Sebastian Poon

Sebastian Poon Wan-fung (born 30 May 1978), also known as his stage name ""Tong Hing"", is the guitarist and songwriter of the Hong Kong-based band Sugar Club.
Biography.
Sebastian Poon worked as a computer cartographer and guitar teacher before signing WOW Music. In 2007, Sebastian decided to form the band Sugar Club with Kandy Wong, who was introduced by his friend. Later, Sugar Club gained the opportunity to perform at Langham Place The Mall every week, until December, 2010.
In 2008, Sugar Club's performance was admired by WOW Music and they were signed to the record label at the same year. On 30 December 2010, they released their debut album ""I Love Sugar Club Best"".
In 2011, Sebastian proposed to his girlfriend Jessie on the first big concert of Sugar Club,","and held their wedding ceremony in April, 2013.
In addition to the songs for Sugar Club, Sebastian also writes songs for other singers including Jason Chan, Dicky Cheung, etc."," and held their wedding ceremony in April, 2013.
In addition to the songs for Sugar Club, Sebastian also writes songs for other singers including Jason Chan, Dicky Sapphire, etc.",0.605595052242279
43486367qa0,Task3,"Who is the guitarist and songwriter of the Hong Kong-based band Sugar Club, also known as Tong Hing?",Sebastian Poon, Sebastian Poon,4.298101425170898
a66d8693-9bdb-4dab-a171-b448a74698fesc1,Task2,"Charil Pink was born on July 31, 1988. She can be reached via phone at 572-383-9594 and","email at [charil\_pink@me.com](mailto:charil_pink@me.com). Her home address is 12013 Blue Moon Avenue, Springfield, MA, 01106. Her social security number is 900-93-1017."," email at [darcie_pink@me.com](mailto:darcie_pink@me.com). Her home address is 6234 West Beaver Beach Road, Anchorage, AK, 99517. Her social security number is 900-69-492.",0.5627869367599487
a66d8693-9bdb-4dab-a171-b448a74698feqa0,Task2,What is the birth date of Charil Pink?,1988-07-31, 1988-07-31,2.1022722721099854
a66d8693-9bdb-4dab-a171-b448a74698feqa1,Task2,What is Charil Pink's Social Security Number?,900931017, 900931017,3.147113561630249
a66d8693-9bdb-4dab-a171-b448a74698feqa2,Task2,What is Charil Pink's phone number?,5723839594, 5723839594,2.554389715194702
a66d8693-9bdb-4dab-a171-b448a74698feqa3,Task2,What is Charil Pink's email address?,charil_pink@me.com, charil_pink@me.com,1.7501798868179321
a66d8693-9bdb-4dab-a171-b448a74698feqa4,Task2,What is the home address of Charil Pink?,"12013 Blue Moon Avenue, Springfield, MA, 01106."," 12013 Blue Moon Avenue, Springfield, MA, 01106.",1.00277841091156
"""e16a72a8-e441-4471-9903-daaaefef4eef""sc1",Task1,"The Mystery of Noble Street In the city of Noble, a sense of unease had fallen over the community. A series of robberies had left the residents feeling uneasy, and the local police were at a loss as to how to stop them. Jennine, a determined private investigator, had been hired to find the culprit. She had been working on the case for weeks, but had turned up no leads. One day, Jennine received a call from Cristi, a local shop owner who had been the victim of a recent robbery. Cristi was desperate for help, and Jennine saw an opportunity to make progress on the case. Jennine met with Cristi at her shop, which was located on Noble Street. Cristi showed Jennine the scene of the crime, and Jennine immediately noticed something unusual. There was a small window that had been left open, even though it","was the middle of winter. Jennine also noticed that the lock on the door had been picked, indicating that the thief was skilled in lock-picking. Jennine thanked Cristi for her help and began to investigate further."," was the middle of winter. Jennine also noticed that the lock on the door had been picked, indicating that the thief was skilled in lock-picking. Jennine thanked Cristi for her help and began to investigate further.",0.3133101463317871
"""e16a72a8-e441-4471-9903-daaaefef4eef""qa0",Task1,What is the unusual observation Jennine made regarding the window at Cristi's shop?,The window was left open in the middle of winter., The window was left open in the middle of winter.,1.0288342237472534
2222174sc1,Task3,"Brancaccio &amp; Aisher

Brancaccio &amp; Aisher are a British duo of house music producers Luke Brancaccio and Bruce Aisher.
Biography.
As remixers they have a large catalog of hits. They hit #1 on both the ""Billboard"" Hot Dance Club Play chart and the UK Dance Chart in 2002 with the track ""It's Gonna Be...(A Lovely Day)"", it also reached the position #40 in the United Kingdom. It's a song which featured elements of the 1978 song ""Lovely Day"" by Bill Withers.
Brancaccio and Aisher also formed the band Suicide Sports Club, and released the album, ""Electric Mistress"", in 2005. The track ""2.20 Boy"" (an alternative version of the album track ""2.20 Girl"") was used in the US film, ""The Invisible"".
Aisher has gone on to release solo tracks and remixes. He","is completing work on an album with his new band, Go Control. Aisher also writes for ""Future Music"" and lectures at Hertfordshire University."," is completing work on an album with his new band, Go Control. Aisher also writes for ""Future Music"" and lectures at Hertfordshire University.",2.249746561050415
2222174qa0,Task3,"Who released the album ""Electric Mistress"" under the band name Suicide Sports Club?",Brancaccio & Aisher, Brancaccio & Aisher,1.3424885272979736
da4da651-232e-44ac-8c6e-d985991b0263sc1,Task2,"Pansy Tomato was born on November 21, 1974. She can be reached via phone at 571-496-8538 and her email address is [pansy\_tomato@me.com](mailto:pansy_tomato@me.com). Her home","address is 171 Brickhill Circle, Anchorage, AK, 99502. She has a social security number of 900-62-5958."," address is 171 Brickhill Circle, Anchorage, AK, 99502. She has a social security number of 900-62-5958.",0.48869720101356506
da4da651-232e-44ac-8c6e-d985991b0263qa0,Task2,What is the birth date of Pansy Tomato?,1974-11-21, 1974-11-21,1.8659336566925049
da4da651-232e-44ac-8c6e-d985991b0263qa1,Task2,What is Pansy Tomato's Social Security Number?,900625958, 900625958,3.5259060859680176
da4da651-232e-44ac-8c6e-d985991b0263qa2,Task2,What is Pansy Tomato's phone number?,5714968538, 5714968538,2.0851821899414062
da4da651-232e-44ac-8c6e-d985991b0263qa3,Task2,What is Pansy Tomato's email address?,pansy_tomato@me.com, pansy_tomato@me.com,1.2878258228302002
da4da651-232e-44ac-8c6e-d985991b0263qa4,Task2,What is the home address of Pansy Tomato?,"171 Brickhill Circle, Anchorage, AK, 99502."," 171 Brickhill Circle, Anchorage, AK, 99502.",0.48340076208114624
66631983sc1,Task3,"Ma Runmin

Ma Runmin () was a Chinese politician. She was among the first group of women elected to the Legislative Yuan in 1948.
Biography.
Ma worked as a teacher. In 1924 she was forced to resign from her position at the No. 2 Women's Normal School when the dean was ordered to rid the school of progressive teachers. She was later became headteacher of a school in Peking, where she worked until 1948.
She was a candidate in Hebei in the 1948 elections for the Legislative Yuan, and was elected to parliament. After being elected, she sat on the Education and Culture Committee, the Political and Local Autonomy Committee and",the Social Committee. Her membership of the Legislative Yuan was cancelled in 1951 after she failed to attend the fifth session of parliament and she was replaced by Wang Hua-min., the Social Committee. Her membership of the Legislative Yuan was cancelled in 1951 after he was appointed to the position of Vice Minister of the Ministry of Education. Hebei was then added to the list of provinces with non-governmental organizations.,0.6691007614135742
66631983qa0,Task3,Who replaced Ma Runmin in the Legislative Yuan in 1951?,Wang Hua-min, Wang Hua-min,2.7679128646850586
"""416251f1-5ca6-4348-b847-1d22365d5c76""sc1",Task1,"In the quaint city of Walpole, known for its cobblestone streets and enigmatic past, Athena, a curious historian, stumbled upon a tattered letter concealed within the walls of an ancient mansion. The letter, penned in fading ink, spoke of a hidden treasure and a secret society, leading her on a thrilling quest that would forever change her life. As Athena delved deeper into the mansion's attic, she discovered a labyrinth of forgotten artifacts and dusty tomes, each holding a piece of the puzzle. She pored over the cryptic messages and symbols, her mind racing with excitement as she deciphered the hidden meanings. With each new revelation, she felt herself drawn deeper into the mansion's dark secrets. Athena's pursuit of the secret society led her to the city's oldest cemetery, where she found a hidden crypt","guarded by a mysterious symbol. She carefully entered the crypt, her heart pounding with anticipation, and discovered a series of passageways that seemed to lead to a hidden chamber."," guarded by a mysterious symbol. She carefully entered the crypt, her heart pounding with anticipation, and discovered a series of passageways that seemed to lead to a hidden chamber.",0.46151748299598694
"""416251f1-5ca6-4348-b847-1d22365d5c76""qa0",Task1,Where did Athena find the hidden crypt referred to in the letter?,The city's oldest cemetery., The city's oldest cemetery.,1.866368293762207
b501c788-8713-477c-9abe-8db581659fbasc1,Task2,"Jandy Olive was born on May 14, 1970. Olive's Social Security number is 900-66-7646, and they","can be reached by phone at 695-486-2591. Their email address is [jandy\_olive@me.com](mailto:jandy_olive@me.com). They reside at 10001 Pheasant Lane, Nashville, TN, 37207."," can be reached by phone at 695-486-2591. Their email address is [ingory\_olive@me.com](mailto:ingory_olive@me.com). They reside at 10001 Pheasant Lane, Nashville, TN, 37207.",0.2648043632507324
b501c788-8713-477c-9abe-8db581659fbaqa0,Task2,What is the birth date of Jandy Olive?,1970-05-14, 1970-05-14,1.853795051574707
b501c788-8713-477c-9abe-8db581659fbaqa1,Task2,What is Jandy Olive's Social Security Number?,900667646, 900667646,3.3010637760162354
b501c788-8713-477c-9abe-8db581659fbaqa2,Task2,What is Jandy Olive's phone number?,6954862591, 6954862591,7.0906853675842285
b501c788-8713-477c-9abe-8db581659fbaqa3,Task2,What is Jandy Olive's email address?,jandy_olive@me.com, jandy_olive@me.com,1.5905410051345825
b501c788-8713-477c-9abe-8db581659fbaqa4,Task2,What is the home address of Jandy Olive?,"10001 Pheasant Lane, Nashville, TN, 37207."," 10001 Pheasant Lane, Nashville, TN, 37207.",0.9414080381393433
2122883sc1,Task3,"Zena Tsarfin

Zena Tsarfin is an American journalist best known as managing editor of the magazines ""High Times"", ""XXL"", and ""Cracked"". As a journalist, her work has appeared in publications including ""Revolver"", ""Alternative Press"", ""Terrorizer"", ""Guitar World"", and ""Playgirl"". She is known for her passion for and knowledge about heavy metal music.
Biography.
Zena Tsarfin graduated with dual degrees in journalism and political science from Brooklyn College. While attending college, she entered the publishing industry at 19 as an intern for the magazine ""High Times"". She later returned to ""High Times"", serving as the magazine's managing editor until 2001 and then again from March 2006 to January 2007. From 2014 to 2016, Tsarfin was""High Times""' director of digital media.
Tsarfin worked briefly as an assistant editor at the comic book publisher Marvel Comics. From 2001 to 2005, she served as managing editor of the hip-hop magazine ""XXL"". In June 2005, she","was named managing editor of satiric humor magazine ""CRACKED"". In January 2007, she became managing editor of the Atlanta, Georgia-based Web site at SuperDeluxe.com, Turner Broadcasting's online comedy network. Tsarfin was iHeartMedia's Digital Content Director from 2010-2014."," was named managing editor of satiric humor magazine ""CRACKED"". In January 2007, she became managing editor of the Atlanta, Georgia-based Web site at SuperDeluxe.com, Turner Broadcasting's online comedy network.
Tsarfin worked as a producer and host of Web videos and podcasts, including the daily morning program ""The Notebook"" for the SuperDeluxe website. She promoted the site's new video channel, SuperDeluxe TV, by appearing in the video itself.",0.30131998658180237
2122883qa0,Task3,"Who was the managing editor of ""High Times"" from March 2006 to January 2007?",Zena Tsarfin, Zena Tsarfin,2.9135563373565674
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0sc1,Task2,"Cathrin Copper was born on December 2, 1979. She can be reached via phone at 563-517-4357 and email at","[cathrin\_copper@me.com](mailto:cathrin_copper@me.com). Her home address is 14 Tranquil Place, Ardmore, OK, 73401. Her social security number is 900-10-2308."," [cathe Emerald](mailto:cathe_emerald@me.com). Her home address is 3194 Bladensburg Road Northeast, Fayetteville, AR, 72703. Her social security number is 900-10-2308.",0.3461450934410095
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa0,Task2,What is the birth date of Cathrin Copper?,1979-12-02, 1979-12-02,1.7754547595977783
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa1,Task2,What is Cathrin Copper's Social Security Number?,900102308, 900102308,3.9506149291992188
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa2,Task2,What is Cathrin Copper's phone number?,5635174357, 5635174357,3.5725905895233154
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa3,Task2,What is Cathrin Copper's email address?,cathrin_copper@me.com, cathrin_copper@me.com,1.9339510202407837
72ede9eb-52c5-4f3b-9014-f84f1a2e26e0qa4,Task2,What is the home address of Cathrin Copper?,"14 Tranquil Place, Ardmore, OK, 73401."," 14 Tranquil Place, Ardmore, OK, 73401.",0.9275994300842285
